TimeStamp,Events,CH1-410,CH1-470,Unnamed: 4,ToneStart_5_RWD,ToneStart_10_RWD,ToneStart_20_RWD,Dispense_RWD,Retrieval_RWD,Expected_Dispense_RWD
5666.668,,561.186,846.163,,0,0,0,0,0,0
5733.331,,567.747,910.784,,0,0,0,0,0,0
5799.996,,568.514,948.623,,0,0,0,0,0,0
5866.667,,559.141,959.217,,0,0,0,0,0,0
5933.33,,558.078,1007.653,,0,0,0,0,0,0
6000.0,,565.937,1043.382,,0,0,0,0,0,0
6066.663,,559.336,1048.063,,0,0,0,0,0,0
6133.332,,558.499,1036.405,,0,0,0,0,0,0
6199.995,,556.934,1012.273,,0,0,0,0,0,0
6266.667,,550.352,989.441,,0,0,0,0,0,0
6333.332,,552.067,968.136,,0,0,0,0,0,0
6399.997,,556.049,948.405,,0,0,0,0,0,0
6466.663,,556.772,927.318,,0,0,0,0,0,0
6533.329,,552.869,899.684,,0,0,0,0,0,0
6599.998,,549.121,875.717,,0,0,0,0,0,0
6666.665,,549.874,862.01,,0,0,0,0,0,0
6733.333,,548.038,843.677,,0,0,0,0,0,0
6799.998,,550.423,835.168,,0,0,0,0,0,0
6866.663,,555.7,836.397,,0,0,0,0,0,0
6933.33,,552.685,832.838,,0,0,0,0,0,0
7000.0,,550.031,814.387,,0,0,0,0,0,0
7066.664,,547.053,803.185,,0,0,0,0,0,0
7133.33,,546.583,801.567,,0,0,0,0,0,0
7199.999,,545.165,792.261,,0,0,0,0,0,0
7266.667,,547.909,783.821,,0,0,0,0,0,0
7333.333,,546.323,781.688,,0,0,0,0,0,0
7399.999,,551.537,776.702,,0,0,0,0,0,0
7466.664,,553.16,772.789,,0,0,0,0,0,0
7533.33,,550.154,775.45,,0,0,0,0,0,0
7600.0,,548.473,791.513,,0,0,0,0,0,0
7666.667,,554.311,792.594,,0,0,0,0,0,0
7733.335,,557.779,827.551,,0,0,0,0,0,0
7800.001,,554.458,840.235,,0,0,0,0,0,0
7866.665,,552.01,836.423,,0,0,0,0,0,0
7933.335,,549.741,847.079,,0,0,0,0,0,0
7999.998,,552.209,854.347,,0,0,0,0,0,0
8066.666,,547.802,859.18,,0,0,0,0,0,0
8133.335,,551.722,858.396,,0,0,0,0,0,0
8200.0,,554.804,857.995,,0,0,0,0,0,0
8266.663,,559.405,873.179,,0,0,0,0,0,0
8333.333,,559.222,897.077,,0,0,0,0,0,0
8400.002,,557.641,898.042,,0,0,0,0,0,0
8466.662,,554.732,892.332,,0,0,0,0,0,0
8533.332,,551.628,878.779,,0,0,0,0,0,0
8600.0,,549.385,863.238,,0,0,0,0,0,0
8666.665,,551.735,859.437,,0,0,0,0,0,0
8733.332,,556.021,861.122,,0,0,0,0,0,0
8799.998,,553.825,848.906,,0,0,0,0,0,0
8866.662,,553.759,848.769,,0,0,0,0,0,0
8933.329,,547.128,876.843,,0,0,0,0,0,0
8999.999,,549.639,944.667,,0,0,0,0,0,0
9066.666,,547.019,987.463,,0,0,0,0,0,0
9133.33,,552.01,980.636,,0,0,0,0,0,0
9199.997,,555.174,998.435,,0,0,0,0,0,0
9266.668,,557.08,1018.691,,0,0,0,0,0,0
9333.329,,560.026,1021.168,,0,0,0,0,0,0
9399.997,,560.85,1006.026,,0,0,0,0,0,0
9466.665,,565.287,989.318,,0,0,0,0,0,0
9533.333,,563.074,992.298,,0,0,0,0,0,0
9599.997,,563.466,976.434,,0,0,0,0,0,0
9666.666,,558.331,987.266,,0,0,0,0,0,0
9733.33,,562.498,950.707,,0,0,0,0,0,0
9800.001,,559.55,943.347,,0,0,0,0,0,0
9866.666,,557.193,908.681,,0,0,0,0,0,0
9933.332,,553.7,903.618,,0,0,0,0,0,0
9999.999,,552.262,898.608,,0,0,0,0,0,0
10066.664,,556.893,906.833,,0,0,0,0,0,0
10133.329,,553.954,909.365,,0,0,0,0,0,0
10200.0,,555.661,908.905,,0,0,0,0,0,0
10266.663,,554.834,911.744,,0,0,0,0,0,0
10333.332,,554.798,919.17,,0,0,0,0,0,0
10400.001,,555.105,945.628,,0,0,0,0,0,0
10466.664,,553.652,992.776,,0,0,0,0,0,0
10533.334,,553.589,997.36,,0,0,0,0,0,0
10599.998,,555.69,983.262,,0,0,0,0,0,0
10666.665,,556.745,984.004,,0,0,0,0,0,0
10733.329,,555.567,979.054,,0,0,0,0,0,0
10799.997,,555.505,976.803,,0,0,0,0,0,0
10866.663,,553.118,965.308,,0,0,0,0,0,0
10933.329,,554.681,966.864,,0,0,0,0,0,0
10999.999,,559.093,980.194,,0,0,0,0,0,0
11066.664,,559.191,979.825,,0,0,0,0,0,0
11133.331,,558.018,976.988,,0,0,0,0,0,0
11199.996,,560.569,978.07,,0,0,0,0,0,0
11266.668,,557.66,962.961,,0,0,0,0,0,0
11333.329,,555.611,950.256,,0,0,0,0,0,0
11399.998,,557.39,946.863,,0,0,0,0,0,0
11466.662,,558.252,939.142,,0,0,0,0,0,0
11533.332,,551.905,913.276,,0,0,0,0,0,0
11599.998,,551.085,906.86,,0,0,0,0,0,0
11666.663,,548.064,894.559,,0,0,0,0,0,0
11733.335,,554.292,885.514,,0,0,0,0,0,0
11799.996,,552.744,867.657,,0,0,0,0,0,0
11866.668,,548.348,846.792,,0,0,0,0,0,0
11933.329,,549.67,828.635,,0,0,0,0,0,0
11999.999,,551.333,828.513,,0,0,0,0,0,0
12066.665,,551.595,820.226,,0,0,0,0,0,0
12133.332,,549.975,820.575,,0,0,0,0,0,0
12199.995,,551.153,799.658,,0,0,0,0,0,0
12266.663,,542.355,790.355,,0,0,0,0,0,0
12333.329,,547.587,784.464,,0,0,0,0,0,0
12399.995,,547.136,786.04,,0,0,0,0,0,0
12466.663,,546.217,781.934,,0,0,0,0,0,0
12533.329,,545.983,782.38,,0,0,0,0,0,0
12599.998,,546.222,777.296,,0,0,0,0,0,0
12666.662,,549.437,781.788,,0,0,0,0,0,0
12733.33,,552.84,793.558,,0,0,0,0,0,0
12799.996,,550.966,780.236,,0,0,0,0,0,0
12866.664,,547.662,764.727,,0,0,0,0,0,0
12933.335,,545.388,764.81,,0,0,0,0,0,0
13000.0,,549.098,765.23,,0,0,0,0,0,0
13066.663,,549.293,781.114,,0,0,0,0,0,0
13133.334,,555.16,797.879,,0,0,0,0,0,0
13199.998,,557.455,821.337,,0,0,0,0,0,0
13266.668,,554.208,855.293,,0,0,0,0,0,0
13333.333,,551.442,856.963,,0,0,0,0,0,0
13400.0,,550.845,875.89,,0,0,0,0,0,0
13466.664,,554.109,888.349,,0,0,0,0,0,0
13533.329,,545.268,943.85,,0,0,0,0,0,0
13599.996,,557.072,1002.228,,0,0,0,0,0,0
13666.665,,553.677,1027.94,,0,0,0,0,0,0
13733.333,,555.723,1040.621,,0,0,0,0,0,0
13799.995,,552.022,1024.237,,0,0,0,0,0,0
13866.665,,547.177,1023.37,,0,0,0,0,0,0
13933.335,,548.308,1013.11,,0,0,0,0,0,0
13999.997,,549.407,1003.948,,0,0,0,0,0,0
14066.666,,554.125,988.785,,0,0,0,0,0,0
14133.334,,553.523,974.269,,0,0,0,0,0,0
14200.0,,553.161,946.141,,0,0,0,0,0,0
14266.666,,552.289,922.45,,0,0,0,0,0,0
14333.329,,548.291,898.12,,0,0,0,0,0,0
14399.996,,541.703,870.333,,0,0,0,0,0,0
14466.664,,544.197,894.038,,0,0,0,0,0,0
14533.332,,547.57,905.727,,0,0,0,0,0,0
14600.0,,548.423,918.921,,0,0,0,0,0,0
14666.668,,557.767,956.885,,0,0,0,0,0,0
14733.329,,555.61,964.843,,0,0,0,0,0,0
14799.997,,553.393,956.621,,0,0,0,0,0,0
14866.664,,550.653,983.264,,0,0,0,0,0,0
14933.33,,554.419,1005.63,,0,0,0,0,0,0
15000.001,,556.356,1022.949,,0,0,0,0,0,0
15066.662,,553.233,1024.439,,0,0,0,0,0,0
15133.332,,555.503,1032.779,,0,0,0,0,0,0
15199.998,,553.742,1006.632,,0,0,0,0,0,0
15266.667,,554.532,998.394,,0,0,0,0,0,0
15333.333,,554.671,973.344,,0,0,0,0,0,0
15399.999,,551.281,956.641,,0,0,0,0,0,0
15466.667,,550.648,934.59,,0,0,0,0,0,0
15533.329,,553.547,936.073,,0,0,0,0,0,0
15599.997,,552.381,927.896,,0,0,0,0,0,0
15666.662,,554.485,924.7,,0,0,0,0,0,0
15733.335,,553.819,924.686,,0,0,0,0,0,0
15799.995,,555.35,914.853,,0,0,0,0,0,0
15866.666,,552.478,903.666,,0,0,0,0,0,0
15933.334,,550.55,889.881,,0,0,0,0,0,0
15999.983,,551.593,901.096,,0,0,0,0,0,0
16066.634,,551.913,915.837,,0,0,0,0,0,0
16133.287,,554.071,949.314,,0,0,0,0,0,0
16199.938,,556.247,979.361,,0,0,0,0,0,0
16266.589,,553.437,1017.835,,0,0,0,0,0,0
16333.242,,555.352,1045.954,,0,0,0,0,0,0
16399.894,,552.519,1066.908,,0,0,0,0,0,0
16466.547,,552.389,1087.674,,0,0,0,0,0,0
16533.197,,555.668,1083.975,,0,0,0,0,0,0
16599.845,,553.537,1081.843,,0,0,0,0,0,0
16666.498,,555.264,1068.198,,0,0,0,0,0,0
16733.146,,554.797,1054.302,,0,0,0,0,0,0
16799.802,,559.986,1027.262,,0,0,0,0,0,0
16866.45,,558.743,1002.197,,0,0,0,0,0,0
16933.097,,562.335,988.876,,0,0,0,0,0,0
16999.754,,552.975,982.766,,0,0,0,0,0,0
17066.4,,555.493,967.98,,0,0,0,0,0,0
17133.05,,556.887,953.906,,0,0,0,0,0,0
17199.699,,556.738,926.495,,0,0,0,0,0,0
17266.353,,553.034,922.632,,0,0,0,0,0,0
17332.998,,554.298,916.564,,0,0,0,0,0,0
17399.647,,556.916,906.867,,0,0,0,0,0,0
17466.297,,559.451,897.8,,0,0,0,0,0,0
17532.949,,556.673,899.17,,0,0,0,0,0,0
17599.6,,557.768,898.006,,0,0,0,0,0,0
17666.249,,559.786,902.621,,0,0,0,0,0,0
17732.898,,553.302,892.487,,0,0,0,0,0,0
17799.543,,548.05,891.768,,0,0,0,0,0,0
17866.195,,553.418,886.483,,0,0,0,0,0,0
17932.843,,552.485,869.471,,0,0,0,0,0,0
17999.494,,548.804,859.733,,0,0,0,0,0,0
18066.142,,550.698,841.125,,0,0,0,0,0,0
18132.789,,550.071,831.984,,0,0,0,0,0,0
18199.433,,550.351,825.344,,0,0,0,0,0,0
18266.085,,551.502,805.487,,0,0,0,0,0,0
18332.735,,546.436,784.896,,0,0,0,0,0,0
18399.381,,544.728,776.483,,0,0,0,0,0,0
18466.03,,544.034,774.081,,0,0,0,0,0,0
18532.674,,549.849,765.9,,0,0,0,0,0,0
18599.323,,549.815,758.51,,0,0,0,0,0,0
18665.968,,550.809,751.13,,0,0,0,0,0,0
18732.62,,547.047,734.007,,0,0,0,0,0,0
18799.26,,544.451,732.5,,0,0,0,0,0,0
18865.912,,545.55,729.501,,0,0,0,0,0,0
18932.554,,552.879,737.354,,0,0,0,0,0,0
18999.207,,544.877,726.965,,0,0,0,0,0,0
19065.848,,547.24,744.628,,0,0,0,0,0,0
19132.499,,548.79,761.831,,0,0,0,0,0,0
19199.145,,547.066,775.212,,0,0,0,0,0,0
19265.791,,545.961,774.709,,0,0,0,0,0,0
19332.439,,548.489,780.109,,0,0,0,0,0,0
19399.078,,547.597,790.395,,0,0,0,0,0,0
19465.728,,550.48,782.485,,0,0,0,0,0,0
19532.375,,554.802,800.386,,0,0,0,0,0,0
19599.019,,569.837,805.091,,0,0,0,0,0,0
19665.667,,556.566,802.997,,0,0,0,0,0,0
19732.308,,551.561,796.493,,0,0,0,0,0,0
19798.953,,549.769,798.406,,0,0,0,0,0,0
19865.598,,547.776,796.918,,0,0,0,0,0,0
19932.246,,549.36,791.784,,0,0,0,0,0,0
19998.887,,548.642,780.47,,0,0,0,0,0,0
20065.537,,546.105,780.383,,0,0,0,0,0,0
20132.183,,553.046,771.718,,0,0,0,0,0,0
20198.821,,553.012,761.494,,0,0,0,0,0,0
20265.469,,545.002,747.852,,0,0,0,0,0,0
20332.109,,543.229,743.835,,0,0,0,0,0,0
20398.754,,542.43,744.196,,0,0,0,0,0,0
20465.398,,550.278,742.557,,0,0,0,0,0,0
20532.042,,547.255,740.018,,0,0,0,0,0,0
20598.69,,550.059,739.566,,0,0,0,0,0,0
20665.331,,555.196,732.405,,0,0,0,0,0,0
20731.978,,549.366,730.525,,0,0,0,0,0,0
20798.621,,550.978,731.834,,0,0,0,0,0,0
20865.263,,549.367,750.178,,0,0,0,0,0,0
20931.906,,551.38,770.519,,0,0,0,0,0,0
20998.546,,550.197,777.219,,0,0,0,0,0,0
21065.189,,547.681,800.253,,0,0,0,0,0,0
21131.837,,548.586,821.875,,0,0,0,0,0,0
21198.48,,547.011,853.174,,0,0,0,0,0,0
21265.118,,554.097,866.709,,0,0,0,0,0,0
21331.763,,554.391,874.607,,0,0,0,0,0,0
21398.406,,554.483,876.057,,0,0,0,0,0,0
21465.049,,559.149,872.947,,0,0,0,0,0,0
21531.691,,553.959,855.029,,0,0,0,0,0,0
21598.333,,558.86,846.193,,0,0,0,0,0,0
21664.972,,554.032,831.915,,0,0,0,0,0,0
21731.616,,558.474,816.881,,0,0,0,0,0,0
21798.256,,556.039,813.389,,0,0,0,0,0,0
21864.895,,557.542,803.197,,0,0,0,0,0,0
21931.538,,553.744,795.987,,0,0,0,0,0,0
21998.183,,554.025,795.918,,0,0,0,0,0,0
22064.82,,555.415,802.644,,0,0,0,0,0,0
22131.46,,552.128,814.963,,0,0,0,0,0,0
22198.099,,550.467,827.514,,0,0,0,0,0,0
22264.743,,551.981,843.134,,0,0,0,0,0,0
22331.386,,554.489,859.389,,0,0,0,0,0,0
22398.021,,554.352,886.014,,0,0,0,0,0,0
22464.663,,556.143,898.591,,0,0,0,0,0,0
22531.306,,552.404,925.989,,0,0,0,0,0,0
22597.943,,556.794,935.604,,0,0,0,0,0,0
22664.582,,555.076,938.25,,0,0,0,0,0,0
22731.224,,559.709,941.631,,0,0,0,0,0,0
22797.862,,554.738,948.679,,0,0,0,0,0,0
22864.501,,556.177,950.404,,0,0,0,0,0,0
22931.145,,555.88,940.371,,0,0,0,0,0,0
22997.784,,556.817,927.562,,0,0,0,0,0,0
23064.426,,557.162,917.815,,0,0,0,0,0,0
23131.061,,558.065,908.688,,0,0,0,0,0,0
23197.702,,557.999,886.801,,0,0,0,0,0,0
23264.338,,559.565,884.91,,0,0,0,0,0,0
23330.977,,559.3,872.463,,0,0,0,0,0,0
23397.617,,560.022,866.888,,0,0,0,0,0,0
23464.253,,555.194,875.495,,0,0,0,0,0,0
23530.894,,557.174,885.96,,0,0,0,0,0,0
23597.532,,555.67,894.699,,0,0,0,0,0,0
23664.168,,557.891,882.279,,0,0,0,0,0,0
23730.811,,550.75,880.677,,0,0,0,0,0,0
23797.445,,551.872,867.021,,0,0,0,0,0,0
23864.088,,551.279,846.74,,0,0,0,0,0,0
23930.723,,553.664,831.092,,0,0,0,0,0,0
23997.381,,550.634,817.585,,0,0,0,0,0,0
24064.035,,553.05,806.129,,0,0,0,0,0,0
24130.697,,551.08,800.548,,0,0,0,0,0,0
24197.355,,553.653,804.279,,0,0,0,0,0,0
24264.014,,556.651,812.303,,0,0,0,0,0,0
24330.673,,556.675,808.367,,0,0,0,0,0,0
24397.328,,551.097,823.723,,0,0,0,0,0,0
24463.988,,554.564,845.333,,0,0,0,0,0,0
24530.646,,554.355,871.359,,0,0,0,0,0,0
24597.304,,550.378,891.334,,0,0,0,0,0,0
24663.956,,551.595,908.227,,0,0,0,0,0,0
24730.617,,552.183,910.141,,0,0,0,0,0,0
24797.272,,551.07,893.482,,0,0,0,0,0,0
24863.933,,550.59,869.955,,0,0,0,0,0,0
24930.593,,548.233,853.314,,0,0,0,0,0,0
24997.245,,551.398,840.094,,0,0,0,0,0,0
25063.908,,547.744,821.263,,0,0,0,0,0,0
25130.566,,548.766,810.199,,0,0,0,0,0,0
25197.222,,558.163,799.299,,0,0,0,0,0,0
25263.879,,550.599,778.026,,0,0,0,0,0,0
25330.537,,549.002,769.262,,0,0,0,0,0,0
25397.195,,548.706,761.969,,0,0,0,0,0,0
25463.854,,549.583,753.326,,0,0,0,0,0,0
25530.509,,550.255,742.211,,0,0,0,0,0,0
25597.168,,550.456,735.544,,0,0,0,0,0,0
25663.821,,552.496,738.421,,0,0,0,0,0,0
25730.482,,553.508,749.155,,0,0,0,0,0,0
25797.142,,552.701,747.118,,0,0,0,0,0,0
25863.8,,551.594,749.246,,0,0,0,0,0,0
25930.455,,548.104,748.484,,0,0,0,0,0,0
25997.113,,544.036,748.021,,0,0,0,0,0,0
26063.77,,539.241,747.298,,0,0,0,0,0,0
26130.43,,541.413,745.532,,0,0,0,0,0,0
26197.082,,545.132,741.399,,0,0,0,0,0,0
26263.739,,544.465,739.433,,0,0,0,0,0,0
26330.4,,542.445,725.343,,0,0,0,0,0,0
26397.056,,546.904,722.119,,0,0,0,0,0,0
26463.714,,544.681,719.478,,0,0,0,0,0,0
26530.372,,543.657,716.37,,0,0,0,0,0,0
26597.033,,543.825,710.095,,0,0,0,0,0,0
26663.688,,542.288,714.914,,0,0,0,0,0,0
26730.345,,552.215,700.764,,0,0,0,0,0,0
26797.003,,544.446,701.648,,0,0,0,0,0,0
26863.663,,549.189,701.219,,0,0,0,0,0,0
26930.32,,548.477,712.669,,0,0,0,0,0,0
26996.971,,548.953,721.275,,0,0,0,0,0,0
27063.632,,550.557,723.052,,0,0,0,0,0,0
27130.29,,546.388,738.151,,0,0,0,0,0,0
27196.947,,545.861,756.382,,0,0,0,0,0,0
27263.601,,552.839,764.232,,0,0,0,0,0,0
27330.259,,550.281,776.025,,0,0,0,0,0,0
27396.922,,549.115,786.693,,0,0,0,0,0,0
27463.578,,552.979,803.709,,0,0,0,0,0,0
27530.237,,547.883,811.933,,0,0,0,0,0,0
27596.893,,550.463,845.244,,0,0,0,0,0,0
27663.548,,559.795,838.937,,0,0,0,0,0,0
27730.203,,559.596,831.786,,0,0,0,0,0,0
27796.86,,555.328,812.321,,0,0,0,0,0,0
27863.518,,554.927,808.907,,0,0,0,0,0,0
27930.18,,551.471,799.616,,0,0,0,0,0,0
27996.836,,549.216,809.384,,0,0,0,0,0,0
28063.491,,550.163,814.523,,0,0,0,0,0,0
28130.151,,550.689,825.821,,0,0,0,0,0,0
28196.811,,552.533,821.984,,0,0,0,0,0,0
28263.467,,552.31,820.157,,0,0,0,0,0,0
28330.121,,553.474,813.284,,0,0,0,0,0,0
28396.779,,553.33,800.529,,0,0,0,0,0,0
28463.438,,548.172,785.655,,0,0,0,0,0,0
28530.097,,548.803,777.763,,0,0,0,0,0,0
28596.75,,551.582,774.441,,0,0,0,0,0,0
28663.408,,552.709,777.391,,0,0,0,0,0,0
28730.068,,551.403,789.702,,0,0,0,0,0,0
28796.721,,552.575,809.444,,0,0,0,0,0,0
28863.377,,552.779,833.71,,0,0,0,0,0,0
28930.035,,549.53,828.417,,0,0,0,0,0,0
28996.695,,550.828,823.757,,0,0,0,0,0,0
29063.35,,551.122,835.062,,0,0,0,0,0,0
29130.012,,552.398,860.628,,0,0,0,0,0,0
29196.666,,553.278,865.894,,0,0,0,0,0,0
29263.326,,548.8,876.26,,0,0,0,0,0,0
29329.984,,553.678,874.768,,0,0,0,0,0,0
29396.638,,554.427,883.412,,0,0,0,0,0,0
29463.297,,554.193,872.122,,0,0,0,0,0,0
29529.953,,552.995,858.778,,0,0,0,0,0,0
29596.605,,549.456,838.594,,0,0,0,0,0,0
29663.264,,548.922,819.201,,0,0,0,0,0,0
29729.926,,544.763,799.832,,0,0,0,0,0,0
29796.579,,546.73,794.727,,0,0,0,0,0,0
29863.236,,553.337,785.752,,0,0,0,0,0,0
29929.896,,554.828,772.474,,0,0,0,0,0,0
29996.554,,553.045,758.667,,0,0,0,0,0,0
30063.212,,548.359,755.792,,0,0,0,0,0,0
30129.863,,554.31,748.848,,0,0,0,0,0,0
30196.52,,555.794,748.895,,0,0,0,0,0,0
30263.18,,559.008,749.747,,0,0,0,0,0,0
30329.838,,551.566,738.697,,0,0,0,0,0,0
30396.493,,547.766,736.554,,0,0,0,0,0,0
30463.153,,552.858,731.368,,0,0,0,0,0,0
30529.81,,549.485,721.325,,0,0,0,0,0,0
30596.463,,549.662,710.976,,0,0,0,0,0,0
30663.122,,546.41,703.551,,0,0,0,0,0,0
30729.779,,546.193,696.542,,0,0,0,0,0,0
30796.434,,549.561,689.435,,0,0,0,0,0,0
30863.09,,546.302,683.718,,0,0,0,0,0,0
30929.748,,548.307,680.874,,0,0,0,0,0,0
30996.408,,545.203,677.715,,0,0,0,0,0,0
31063.06,,551.923,681.268,,0,0,0,0,0,0
31129.722,,548.431,681.31,,0,0,0,0,0,0
31196.377,,551.241,682.08,,0,0,0,0,0,0
31263.031,,550.183,683.969,,0,0,0,0,0,0
31329.694,,549.623,675.911,,0,0,0,0,0,0
31396.346,,548.589,678.677,,0,0,0,0,0,0
31463.007,,555.157,682.602,,0,0,0,0,0,0
31529.66,,548.377,672.164,,0,0,0,0,0,0
31596.318,,546.579,677.18,,0,0,0,0,0,0
31662.978,,549.755,676.626,,0,0,0,0,0,0
31729.629,,547.047,673.323,,0,0,0,0,0,0
31796.29,,549.89,681.712,,0,0,0,0,0,0
31862.947,,545.93,700.24,,0,0,0,0,0,0
31929.603,,546.418,716.513,,0,0,0,0,0,0
31996.26,,548.797,735.549,,0,0,0,0,0,0
32062.92,,549.936,744.416,,0,0,0,0,0,0
32129.579,,545.815,753.075,,0,0,0,0,0,0
32196.232,,548.112,772.41,,0,0,0,0,0,0
32262.891,,549.779,787.242,,0,0,0,0,0,0
32329.552,,553.881,786.758,,0,0,0,0,0,0
32396.209,,550.095,787.125,,0,0,0,0,0,0
32462.862,,550.236,795.532,,0,0,0,0,0,0
32529.522,,548.41,789.675,,0,0,0,0,0,0
32596.181,,548.132,781.647,,0,0,0,0,0,0
32662.838,,548.415,778.715,,0,0,0,0,0,0
32729.498,,550.13,779.152,,0,0,0,0,0,0
32796.153,,548.332,789.905,,0,0,0,0,0,0
32862.813,,553.079,792.166,,0,0,0,0,0,0
32929.468,,556.065,799.062,,0,0,0,0,0,0
32996.128,,550.657,801.501,,0,0,0,0,0,0
33062.783,,553.823,811.454,,0,0,0,0,0,0
33129.443,,550.981,835.168,,0,0,0,0,0,0
33196.104,,546.625,869.136,,0,0,0,0,0,0
33262.76,,555.388,885.559,,0,0,0,0,0,0
33329.417,,554.681,897.553,,0,0,0,0,0,0
33396.074,,551.198,893.109,,0,0,0,0,0,0
33462.73,,550.809,892.314,,0,0,0,0,0,0
33529.393,,545.605,904.811,,0,0,0,0,0,0
33596.05,,551.534,895.831,,0,0,0,0,0,0
33662.708,,548.188,877.029,,0,0,0,0,0,0
33729.363,,555.365,870.369,,0,0,0,0,0,0
33796.022,,549.734,854.822,,0,0,0,0,0,0
33862.68,,551.267,836.978,,0,0,0,0,0,0
33929.336,,548.258,835.57,,0,0,0,0,0,0
